hexagram_id,hexagram_name,line_number,fortune_value,fortune_text,interpretation
39,水山蹇,3,0,平,「反」は自分の内に帰ること。「進めば困難に遭い、退いて守れば安きを得る」。本分を守って内部を固める時です。
39,水山蹇,4,0,平,「進めば困難に遭うので、退いて仲間と協力する」。退いて友人と協力する時です。
39,水山蹇,5,0,平,「大きな困難に遭い苦しむが、同志が来て助けてくれる」。有力な助っ人の現れる時です。もうじき「ゆきなやむ」状態から脱出できます。
39,水山蹇,6,0,平,「碩」は大なること。「進めば困難に遭うが、退いて守れば大きな功績を得る。吉。有識者に相談することだ」。苦しかった水山蹇の時が去りつつあります。援助を得られる時ですので、有識者に相談の上、事に当たりましょう。きっと運が上向いてくるでしょう。◎水山蹇の中では良い時です。
40,雷水解,1,0,平,「分を守れば問題はない」。力不足ゆえ目上に従い、援助を求める時です。身近に誘惑があるので用心しましょう。
40,雷水解,2,1,吉,「狩に行って三匹の狐を得た。刺さっていた黄金の矢も得た。貞正にして吉」。頑張れば頑張るほど実績が上がり、名誉も手にする時です。思いもよらぬ宝を得られるかもしれません。積極的に動いて自らチャンスをつくりましょう。◎良い時です。
40,雷水解,3,0,平,「負」は荷を背負う業で、位の卑しいこと。「乘」は車に乗ることで、位の貴いこと。「寇」は敵、賊のこと。「荷を背に担いでいくべき人夫が車に乗り、何とも不釣合いだ。これでは賊に危害を加えられよう。貞正にしていても恥をかくことになる」。身分不相応なことを企てたり、格好を取りつくろってばかりだと大失敗に至る時です。実力をわきまえなさい。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
40,雷水解,4,0,平,「拇」は小人との腐れ縁のこと。「つまらぬ者との腐れ縁は断ち切ることだ。同志がやって来て心のこもった交際ができる」。くだらない者とは即刻、手を切りましょう。勇気が求められる時です。
40,雷水解,5,1,吉,「君子であれば小人を解き放して吉。解き放された小人も、その誠に感じ入って従う」。泣いて馬謖を斬る時です。私情に流されずにやるべき時はやることです。
40,雷水解,6,1,吉,「高〓」は高い塀のこと。「王公が高い塀の上に止まっている隼を撃ち落とす。これを捕えてよろしい」。目の上の瘤を抹殺することができて、懸案や難問が一気に解決する時です。強攻手段を用いてでも敵に対抗することです。しかし、油断は禁物。◎良い時です。
41,山沢損,1,0,平,「事」は携わっている仕事のこと。「自分の仕事をやめて速やかに行く。問題はない。事情をくみ取った上で自分を損することだ」。実情を見て適正に行うことも大切です。限度を知るべし。
41,山沢損,2,-1,凶,「貞正にして動かぬのが良い。進んで事を行えば凶。自分は損することなく他を益する」。動かずに自分を大切にしたほうが良い時です。見守って自立を促すことも人助けのうちです。
41,山沢損,3,0,平,三人で行けば一人が仲間外れになるが、一人で行けば友を得られる」。共同で行うより単独で行ったほうが成功しやすい時です。多くを望まず目標を一つに絞ること。
41,山沢損,4,1,吉,「疾」は病根のこと。「病根を断ち切る。速やかならば喜びがある。問題はない」。障害を速やかに除くべき時です。手当は早めにすること。◎良い時です。
41,山沢損,5,2,大吉,「十朋之龜」は非常に高価かな亀のこと。「思いもよらず益される.この上なく立派な亀で占う必要もない。大いに吉」。思わぬ助力を得られ、難なく利益の得られる時です。◎大変良い時です。
41,山沢損,6,2,大吉,「自分を損することなく他を益す。問題はない。貞正にして吉。進んで良い。自分の家のことを忘れるくらいに奉仕をしてくれる良き臣下を得る」。部下の惜しみない協力を得られるのはもちろん、大いに信望を集める時です。誠意を大切にしましょう。◎大変良い時です。
42,風雷益,1,2,大吉,「大作」は大仕事のこと。「大仕事を行っても良い。大いに吉。問題はない」。フロンティア精神でもって大いに発奮する時です。大事業を興すチャンスです。◎大変良い時です。
42,風雷益,2,2,大吉,「十朋之龜」は非常に高価な亀のこと。「思いもよらず益される。この上なく立派な亀で占う必要もない。いつまでも貞正を固く守れば吉。王が豊年を祈って天帝を祭る。吉」。思わぬ助力が得られ、また、意外な幸運が舞い込む時です。天にも感謝しましょう。◎大変良い時です。
42,風雷益,3,-1,凶,「凶事」は戦争や凶作などの国家の非常事態。「中行」は正しい道。「公」は王公。「圭」は謁見時に用いられる誠の証の玉のこと。「戦争や凶作などの試練を克服して、自分に役立たせる。問題はない。誠をもって中道を進めば、王公に誠の証の玉を捧げるチャンスも与えられる」。困難に直面しても、自分を磨くためのチャンスと考え、克服しましょう。それが上から認められることにつながります。新規のことは不可の時。◎良い時です。
42,風雷益,4,2,大吉,「中行」は正しい道のこと。「公」は王公のこと。「中道を守って，王公に進言して聞き入れられる。国の都を移すほどの大事を行っても良い」。計画は時流にマッチし、また、目上の絶大な信頼を受け、大仕事を行なうべき時です。転勤などがあるかもしれません。◎大変良い時です。
42,風雷益,5,2,大吉,「誠があって，恵みの心が深い。問うまでもなく大いに吉。誠があって徳を恵むのだから，民も信頼する」。誠意を尽くせば大いに希望が叶う時です。人との和合を常に心がけることです。◎大変良い時です。
42,風雷益,6,-1,凶,「他を益そうとしないので、民から攻撃を受けるようになる。恒常心がなく，凶」。共存共栄を心がけるべき時に私利私欲にとらわれて人の恨みを買い、非難ごうごうの時です。すべての人からそっぽを向かれて、どうして風雷益の状態を保てましょうか。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
43,沢天夬,1,0,平,「前進する意気は盛んだが、進んでも勝ち目はなく災いをなす」。
43,沢天夬,2,0,平,「号」は泣き叫ぶこと。「戎」は敵兵のこと。「恐れて泣き叫ぶ。夕闇に敵の襲来遭う。心配しなくても良い」。闇討ちに備えてガードを固める時です。
43,沢天夬,3,-1,凶,「〓」は面骨のこと。「夬」は決断、決行のこと。「面骨」にまで血気が現れている。凶である。君子は行う時にはあくまで決行する。一人で飛び出して雨に遭い、雨で濡れるように濡れ衣を着せられ疑われ、慍（おこ）られるようなことがあるかもしれないが問題はない」。裏工作に徹底する時です。計画は胸に秘め、素知らぬ顔をして決行することです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
43,沢天夬,4,0,平,「臀」は尻。「次且」はうろうろと進みかねること。「尻の肉がないのでうろうろとすすみかねる。羊に引かれていくように人に従っていけば悔いはなくなる。人のいうことをまともに信じようとしない」。優柔不断で不安定な立場の時です。人に従って進むことを心がけるとともに、人の忠告を素直にききいれるべきです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
43,沢天夬,5,0,平,「莫陸」は山ごぼう。「夬」は決断、決行のこと。「夬夬」は除き去ることを強めたもの。「中行」は正しい道。「山ごぼうを跡形もなくなく抜き去るように、小人を徹底して除き去る。中道を守れば問題ない」。責任をとる時が来ました。思いきって決行することです。ただし用心を重ねるべし。
43,沢天夬,6,-1,凶,「号」は泣き叫ぶこと。「泣き叫んで救いを求めても無駄で、結局は凶」。独裁者の最後とでもいうべき決壊の時です。突然の解雇の憂き目に遭うかも。もはや手の施しようがありません。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
44,天風姤,1,-1,凶,「金［木尼］」は金属の杭。「羸豕」はやせ豚。「〓躅」ははね回ること。「金属の杭にしっかりつなぎ止める。貞正にして吉。進めば凶。やせ豚はよくはね回るので。油断していたら手に負えなくなる」。誘惑が多い時ですが、ふらふらとついて行かないことです。万事、手出し口出しは禁物です。
44,天風姤,2,0,平,「魚」は陰の物で、小人のこと。「魚が包まれている。問題はない。客にも薦めないことだ」。公私混同を避け、内々で処理すべき時です。願望も今は胸に秘めておくこと。
44,天風姤,3,0,平,「臀」は尻、「次且」はうろうろと進みかねること。「尻の肉がないのでうろうろと進みかねる。危ういけれど大きな問題はない」。うまく事が運ばない時ですが、それがかえって失敗を遠ざけプラスになります。焦らずじっくり考えて行動すること。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
44,天風姤,4,-1,凶,「包んであった魚が行方不明。凶事が起こる」。自分の欲しいものがすでに他人の手中にある時です。取り返そうとしても無駄なこと、人望のなさをまず反省しましょう。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
44,天風姤,5,0,平,「杞」はかわやなぎ。「章」は知識や才能、徳のこと。「かわやなぎの篭の中に瓜をそっとしまう。知識、才能や徳を包み隠していれば、天より幸運が降ってくる」。内部を充実させましょう。今はすべてを包み隠して時を待つべきです。
44,天風姤,6,0,平,「角にあう。恥ずべきことだ。問題はない」。器量が小さいくせに強気に出すぎて、争い事などのトラブルが生じる時です。孤立を避けたいのなら関わるべからず。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
45,沢地萃,1,0,平,「一握」は容易にの意味。「誠」があっても全うできない。心がどうにも定まらない。もし声を上げて友を呼ぶなら応じてくれて、簡単に笑いに変わる。心配しなくても良い。進んで問題はない」。何かと迷いの多い時ですが、目的を一つに絞らないことにはラチが明きません。意志表示を明確にすること。
45,沢地萃,2,1,吉,「〓」は簡略された祭りのこと。「人を立て自分は陰にまわる、すなわち引いて吉。問題はない。誠があれば質素な祭りで良い」。出しゃばらず、誠の心で進む時です。◎良い時です。
45,沢地萃,3,0,平,「萃如」は集まること。「嗟如」は嘆き悲しむこと。「集まっても、嘆き悲しむばかりで良いことがない。進めば問題はないが、少々恥をかく」。障害多く、ため息ばかりが出る時です。あれこれ迷う気持ちが気力を削いでいるのです。
45,沢地萃,4,2,大吉,「大人は吉。問題はない」。人があなたを頼りにわんさと集まってくる時で、対人面で配慮を要する時です。強欲で、高慢なのは小人の態度、大人のあなたには禁物です。◎大変良い時です。
45,沢地萃,5,2,大吉,「人心を集めて地位を保てば問題はない。心服しない者がいても、大いにいつまでも貞正を保つようにすれば悔いがなくなる」。人望を集める時です。実力が伴わない状態なので、努力を継続すること。◎大変良い時です。
45,沢地萃,6,0,平,「齊咨」は嘆き悲しむこと。「涕洟」は涙を流すこと。「嘆き悲しみ、涙を流して泣くが問題ない」。成功して衆に抜きん出たはずなのに、時の流れに取り残されて一人ぼっち、孤立無援を感じる時です。進めることは、泣きの涙に至るので控えること。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
46,地風升,1,2,大吉,「允」は誠の心のこと。「誠の心をもって昇り進む。大吉」。昇り始めたところです。自分を先に立てずに、目上の人と志を合わせて着実に進む時です。◎大変良い時です。
46,地風升,2,1,吉,「〓」は簡略された祭りのこと。「誠があれば、質素な祭りで良い。問題はない」。信任され名誉を得る時です。誠心誠意、事に当たれば、後に喜びに通じます。利益を求むるなかれ。◎良い時です。
46,地風升,3,1,吉,「邑」は村。「虚邑」は人のいない村。「無人の村を行くように昇り進む」。何の妨げもなく勢いよく進める時です。ただし、中身にはちょっと欠けるかも。◎良い時です。
46,地風升,4,1,吉,「岐山」は周の西山。「亨」は祭祀を行うこと。「王は岐山で祭祀を行なう。吉であって問題はない」。心が通じ合う時です。自分の立場をわきまえ、控え目に、かつ誠意をもって努めることです。◎良い時です。
46,地風升,5,2,大吉,「貞正にして吉。階段を昇るようだ」。階段を昇るように確実に、またたやすく目標に近づける時です。思いもよらない昇進を受けたり、女性なら玉の輿に乗るチャンスです。目下の助力を求めるべし。◎大変良い時です。
46,地風升,6,0,平,「冥」暗闇。「息」は動くこと。「暗闇でも昇り進もうとする。反省し、進むことを絶えず制して貞正であるように心がければ良い」。昇りすぎ、止まることを知らず、とうとう行きつく所まできてしまいました。今が退き時、見切りをつけることです。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
47,沢水困,1,0,平,「臀」は尻。「株木」は切り株のこと。「疲れ果てて座りたいのに、切り株がゴツゴツしていてお尻が痛くて座れない。暗い幽谷に迷い込んで三年間も行方不明になる」。職場も家庭も居心地悪く、どうしようもない時です。こうなれば、腹をくくって踏み止まることです。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
47,沢水困,2,-1,凶,[朱〓」は天子の礼服、すなわち天子のこと。「亨祀」は祭祀のこと。「酒食にも事欠いて困っているが、やがて天子が訪れて登用してくれるだろう。祭祀でもとり行うことだ。こちらから進めば凶。問題はない」。生活困窮の時ですが、時を待ち堪え忍ぶことです。相手の出方を見て対処すること。
47,沢水困,3,-1,凶,「〓藜」はとげいばら。「宮」は家のこと。「石に立ちふさがれ、とげだらけのいばらにからまれる。家に帰ったら妻は家出していない。凶」。上司や部下にもいじめられ、信じていた妻にも逃げられるような、まさに「泣き面に蜂」の時です。動けば動くほど傷が深くなる時ですので、悪あがきはやめて、「石の上にも三年」の心構えでじっと耐えることです。◎あなたの考え方、進み方に大きな欠陥があります、よく反省し、方針の転換をしましょう。
47,沢水困,4,0,平,「金車」は剛健なる家臣のこと。「家臣が助けに来るのが遅い。行き詰まってしまうが最後には願いが叶う」。たとえば、実家から来るべき送金が来ないで金欠状態になりイライラしているような時ですが、どうにかぎりぎりで間に合います。救いの神は必ず現われますから、焦らないこと。
47,沢水困,5,0,平,「赤〓」は諸侯の礼服、すなわち諸侯・参謀のこと。「鼻を切られ、足を切られるように、今は惨めな状況で、良い参謀もいない。だが、時がたてば徐々に喜びが出てくる。祭祀でもとり行うことだ」。天の助けか、援助者をようやく得て、前途に光明を見出せる時です。部下に人材を求めること。
47,沢水困,6,0,平,"「葛〓」はかずら。「〓〓」は動揺して安定しないこと。「つたかずらにからまれて,道なきこうした時に動けば後悔することになる。だが、自分の非を悔い改めて進めば吉」。苦しんだ沢水困の時ももうじき去ります。不安な気持ちでいっぱいですが、用心に用心を重ねて出直す時です。暗い気持ちをきれいさっぱり切り替えましょう。"
48,水風井,1,0,平,「禽」は鳥のこと。「井戸の底が泥で濁って飲めない。この不井戸には鳥も寄り付つかない」。あなたには人から頼られるような力や徳が欠けていませんか。世間から相手にされないとボヤく前に、せめて泥くさい言動は正すことです。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
48,水風井,2,0,平,「井戸の水は底の鮒にかかる程度しかない。つるべが破れて水が漏れてしまう」。骨折り損のくたびれもうけの時です。浪費ぐせは直しましょう。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
48,水風井,3,0,平,「井戸をさらってきれいにしたのに、誰も飲んでくれない。心が痛む。充分汲むべき水であるのに。今は水風井の時、努力をつ続けていれば、王の人を見る目が明らかならば用いられ、今までの苦労が報われ、互いに幸せになれるだろう」。今は日の目を見なくとも、わかってくれる人は必ずいます。捨て鉢にならず、その才能にさらに磨きをかけること。
48,水風井,4,0,平,「井戸を補修して石畳にした。問題はない」。いよいよあなたの才能を発揮する時が近づいてきました。今はその準備の時に当たります。人に好かれるためには小ぎれいに装うことも必要です。内部を整え充実させましょう。
48,水風井,5,1,吉,「井戸の水が冽く、冷たい水がこんこんと出てくるようになり、人から飲んでもらえるようになった」。世間の信用が得られる時です。人のためにと頑張ることが、あなたにも大きな恵みとなって返ってくるのです。私利私欲は禁物。◎良い時です。
48,水風井,6,2,大吉,「井戸に蓋をして独占するようなことをしてはならない。奉仕の心があれば大いに吉」。井戸が大成した姿で、あなたの徳が広く世間に認められる時です。万人に役立とうとする気持ちを忘れず、さらに努力を続けること。◎大変良い時です。
49,沢火革,1,0,平,「黄牛の革で身を固め、革命に備える」。どんなに気持ちがはやっても、改革に着手するには時期尚早です。今は様子を見ることに徹して動かないことです。
49,沢火革,2,1,吉,「巳日」は改めるべき日のこと。「改めるべき日に至って改める。進めば吉で問題はない」。内々に準備を進めて機が熟せば果敢に行動することです。焦りは禁物。◎良い時です。
49,沢火革,3,-1,凶,「進めば凶。貞正にしていても危うい。革命の議論が三度繰り返される。誠意がある」。周囲の意見をよく聞いて理解を得る時です。独断はいけません。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
49,沢火革,4,1,吉,「悔いはなくなった。誠意をもって改める。吉」。改革に取り組む時が訪れました。誠意をもって実行に移せば成功します。◎良い時です。
49,沢火革,5,2,大吉,「大人が虎のように美しく変わる。占うまでもなく信頼を得る」。ここにきて改革が成就します。絶大な支持と賞賛のもと、すべて一新して希望の果たせる時です。◎大変良い時です。
49,沢火革,6,-1,凶,「君子は豹のように美しく変わる。小人は表面だけ変わったように見せかける。さらに進めば凶。貞正を守れば吉」。これ以上進むことはやめて、改革の仕上げを丁寧に行なう時です。あまり厳しく要求することは控えて、改革が自然に定着するのを待つこと。◎良い時です。注「君子豹変」は一般に心変わり、裏切りの意味にとられていますが、易経の正しい解釈は、君子は誤りがあれば素直にこれを改め、常に自己改革する、という大変良い意味です。
50,火風鼎,1,0,平,「〓」はさかさまのこと。「鼎の脚をさかさまにして、汚物を出すのが良い。妾をもらって、その子を得て問題はない」。役に立たないものは一掃し、古い問題は解決するべき時です。まず、新しいものを取り入れる前に内部を整えることが大切です。
50,火風鼎,2,0,平,「我仇」は敵。「疾」は嫉妬のこと。「こちらは実力が充分にある。それを我が敵が嫉妬する。結局、こちらに近づくことが叶わず吉」。足手まといとなる者や事柄が身近に存在する時です。タカをくくらず、行動を慎むこと。
50,火風鼎,3,1,吉,「鼎の耳がとれ、持ち上げられずに、雉の脂身を食べることができない。だが、やがて雨が降って鼎を冷やすから悔いはなくなる。最終的には吉」。目当てのものを目前にして、やりすぎて失敗する時です。火加減はほど良く、穏和なやり方に変更すること。
50,火風鼎,4,-1,凶,「「〓」はご馳走。「渥」は重刑のこと。「鼎の脚が折れて、公のご馳走がひっくり返ってしまった。重刑に処せられ凶」。基礎がひ弱なため重荷に耐えきれず、ひっくり返ってしまう時です。実力をわきまえるべきです。または右腕とする部下は慎重に選ぶこと。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
50,火風鼎,5,2,大吉,「鼎に黄金の耳と金のつるが付き、堂々としている。貞正であれば良い」。今までの努力が報われる時です。人の意見をよく聞くこと。◎大変良い時です。
50,火風鼎,6,2,大吉,「鼎に宝石で飾られたつるが付き、堂々としている。大いに吉。よろしい」。有終の美を飾れて運気盛んな時です。人との協力を忘れず堅実路線で進むこと。◎大変良い時です。
51,震為雷,1,1,吉,「々」はびくびくと恐れ驚くこと。「々」は安心して笑うこと。「雷が鳴り響くとびくびくと恐れ驚くが、後に治まると安心して笑い声が起こる。吉」。初めはびっくりしても後に喜びを得ます。奮起の上、努力すること。◎良い時です。
51,震為雷,2,0,平,「億」は多いこと。「貝」は貨幣。「九」は連なること。「雷が鳴って危険である。多くの財を捨てて、連なる高い丘に登って身を守ることだ。失ったものは追わなくとも、七日もすれば戻ってくる」。危険がすぐそこまで追っています。欲は捨て、身の安全を第一に図る時です。身一つあれば何とかなるもの。
51,震為雷,3,0,平,「蘇々」は茫然自失すること。「雷に遭って茫然としている。恐れて慎重に行けば災いはない」。肉体的にも精神的にも疲労が重なりバテている時です。自分の能力の限界以上のことは控えるべきですが、もう少し気を強く持ちましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
51,震為雷,4,0,平,「動いて、遂に泥にはまる」。力不足の身でありながら分不相応なことに手を出して、中途で挫折を味わう時です。何事も控えるべし。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
51,震為雷,5,0,平,「億」は大いにの意味。「有事」は為すべきこと。｢雷が鳴って往来するのも危うい。なすべきことはしっかり果たすことだ」。動かず現状維持の時です。有事の備えは確実にしておくこと。
51,震為雷,6,-1,凶,「索々」は茫然自失すること。「矍々」はきょろきょろと定まらぬこと。「婚媾」は姻戚、まわりの人のこと。「雷に遭って茫然とし、きょろきょろと視線も落ち着かない。進めば凶。雷が我が身にではなく、隣に落ちたので問題はない。まわりの人から小言をいわれる」。災いが及ぶ前に落ち着いて早めに対策をたてる時です。慌てふためいてばかりでは、見えるものまで見えなくなってしまいます。
52,艮為山,1,0,平,「足を止め、動かない。問題はない。いつまでも貞正を保てば良い」。現状維持に徹する時です。転職などはもってのほかです。
52,艮為山,2,0,平,「腓」はふくらはぎのこと。「ふくらはぎを止める。上にある者が従ってくる者を助けてくれない。不愉快である」。会社では上司と心が合わず、意見が通じず、思うようにならない時です。我慢するしかないでしょう。
52,艮為山,3,0,平,「限」は「腰」、「夤」は腰骨、「薰」は煙でいぶすこと。「腰を止める。そうしたら腰骨が裂ける。危うく煙でいぶされたように心が痛む」。会社の中では上下の板ばさみになって、引き裂かれるような思いをするなど、労多くして功少なく、中途で挫折しやすい時です。あまりに柔軟性がないのも考えもの。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
52,艮為山,4,0,平,「自分自身が動かない。問題はない」。会社では部長の位です。上には社長が控えていますので、自分の分を守り、時の来るのを待つことです。
52,艮為山,5,0,平,「輔」は口のまわり。「口を止める。すなわち言葉を慎む。意見がある時は順序正しく述べる。悔いはなくなる」。「沈黙は金」の時です。風格のある人は言葉を選ぶもの。
52,艮為山,6,1,吉,「一番高い山に心敦く止まる。吉」。止まるところに見事に止まり終えて、今や見識、財力ともに山の如しの時です。仕上げは入念に。◎良い時です。
53,風山漸,1,0,平,「鴻」は水鳥。「小子」は若者のこと。「小鳥が水際まで進んだ。水際は他の動物が獲物を狙うところで、小鳥は危険である。いろいろ文句も出るが問題はない」。出足が肝腎です。まだまだひよっこ、慎重に行動しましょう。
53,風山漸,2,1,吉,「鴻」は水鳥。「〓々」は和やかに楽しいこと。「水鳥が川の中の岩の上に進んだ。水も飲め、魚も獲れ、飲食を楽しめる。吉」。収入も増え、ゆとりのある時です。目上の信頼に応えること。◎良い時です。
53,風山漸,3,-1,凶,「鴻」は水鳥。「冠」は敵、賊のこと。「水鳥が陸に上がった。夫は蒸発、妻は身ごもっても子を育てようとはしない。凶。外敵を防ぐことだ」。家庭内に波風が立ちそうな時です。自分勝手な行動は災いの元になります。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
53,風山漸,4,0,平,「鴻」は水鳥。「桷」は木の枝のこと。「水鳥が木に進んだ。止まり木を得た。問題はない」。とりあえず足場はできましたが、まだまだ不安定な時です。これからが正念場、慎重に行動し、木から落ちないようにしましょう。
53,風山漸,5,1,吉,「鴻」は水鳥。「陵」は丘のこと。「水鳥が高い丘に進んだ。妻は三年間も妊娠しなかった。邪魔者がいたからであるが、この邪魔者は勝てないと悟っていなくなり、先が見えてきた。吉」。長い間悩んでいたことが解決する時です。根気が大切。◎良い時です。
53,風山漸,6,2,大吉,「鴻」は水鳥。「逵」は雲路のこと。「水鳥が空高く雲路を飛ぶ。その羽の美しい姿は儀式の飾りに用いて良いほどである。吉」。水鳥が整然と並んで空を飛ぶ姿は実に美しいものです。そこには順序と秩序があります。人から手本として仰ぎ見られるほど有終の美が飾れる時。◎大変良い時です。
54,雷沢帰妹,1,1,吉,「〓」は妾，副妻。「跛」は片足が悪いこと。「副妻として嫁ぐ。片足の悪い人が無理をせず歩いていくような態度なら進んで吉」。実力のない時ですから控え目な態度で陰の力となることを心がける時です。万事、二番目を狙うべし。
54,雷沢帰妹,2,0,平,「眇」は片眼が悪いこと。「幽人」は山の中に隠れ住む人のこと。「片眼で見るが如く，世捨て人のように貞正にしておれば良い」。見て見ぬふりをするような賢明さが求められる時です。不満があっても、決して多くを望まずに、静かに自分の道を守ること。
54,雷沢帰妹,3,0,平,「須」は下賎な女、「〓」は妾，副妻のこと。「下賎な女が結婚したが、釣り合わない結婚ゆえ戻ってくる。今度は副妻として出直す」。欲のままに動いて失敗しやすい時です。どんなに働きかけても人から用いられないのは、あなたの邪な心が見抜かれているからです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
54,雷沢帰妹,4,0,平,「婚期を逃してしまった。後日を期して嫁ぐのを待つ」。今は引き潮の時です。満ち潮の時まで焦らず悔まず、待機することです。
54,雷沢帰妹,5,1,吉,「袂」は着物、「〓」は妾、副妻、「望」は満月、「帝乙」は殷の紂王の父のこと。「帝乙が妹を臣下に嫁がせた。その時の衣装は、副妻のよりも質素なものであった。だが、満月に近い月のように、ゆかしい婦人の輝ける徳があった。吉」。名よりも実をとるべき時です。あなたの心の美しさが大いに人の心を打ちます。◎良い時です。
54,雷沢帰妹,6,0,平,「筐」は箱のこと。「女が受けた結納の箱は空っぽで、男が婚礼のための羊を裂いても血が出ない。良いことはない」。ともに誠意や愛情の見られない、形ばかりの冷めた関係で何事も成就しえない時です。これも、うまい話に乗っても心の赴くままにチグハグに進んできた結果でしょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
55,雷火豊,1,0,平,「配主」は志を同じくする主人。「旬」は十日間の意味。「主人に遭う。お誘いがあったりするが、十日間に及んでも問題はない。進んでいけば喜ばれ、大事にされる」。信用される時です。謙虚な気持ちを忘れず人と協力すること。
55,雷火豊,2,0,平,「蔀」は大きな草で編んだ日除け。「斗」は北斗七星。「疑疾」は疑惑と嫉妬。「発若」は発すること。「日除けを大きくかけたので、日中にキラキラ輝く北斗七星を見るようだ。進んでいけば疑い憎まれるが、誠をもって啓発すれば吉となる」。家を大きくしたり、日中から賑々しく宴会したりで疑われ、妬まれたりする時です。今は誤解されても下手に動かず、誠意を尽くして全力投球することです。
55,雷火豊,3,0,平,「沛」は天幕。「沫」は星くず。「右肱」は右ひじのこと。「天幕を更に大きくかけた。暗黒の中、まるで日中に星くずを見るようだ。右ひじを折って不便であるが、問題はない」。実力が発揮できなかったり、右腕と信じていた者に裏切られたりする危険性のある時ですが、相手は小物で問題ありません。しかし、安全第一に考える時です。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
55,雷火豊,4,1,吉,「蔀」は大きな草で編んだ日除け。「斗」は北斗七星。「夷主」は同僚、仲間のこと。「日除けを大きくかけたので、日中にキラキラ輝く北斗七星をみるようだ。力のある仲間に遭う。吉」。豊かになり日中から賑々しいようですが、どうも自身過剰ぎみで不安のある時です。智者の助けを得られる時ですから協力、相談して行うことです。
55,雷火豊,5,2,大吉,「章」は文章のこと。文明にして道徳のある者のこと。「徳ある賢人を招いて協力を求めれば、慶事と名誉が得られる。吉」。文章、学問、文化面で名誉の得られる盛運の時です。◎大変良い時です。
55,雷火豊,6,-1,凶,「蔀」は大きな草で編んだ日除け。「〓」は覗き見ること。「闃」はひっそりという意味。「屋根を大きくして家に日除けをかけた。入口から中を覗いてみてもひっそりとしていて誰も住んでいないようだ。当主も三年もの間行方不明になる。凶」。ちょうどバブル経済が破綻をきたした時のように、豊かな時に勢いのまま進みすぎ、頂点からまっさかさまに転落した姿です。外見がどれだけ立派でも中身が乏しいというのは、あなた自身のことかもしれません。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
56,火山旅,1,0,平,「瑣瑣」はこせこせすること。「旅して、こせこせと落ち着かない。災いを被ることになる」。小利にこだわって大利を失う時です。ケチな考えはやめて、大切なことを見落とさないように視野を広く持つことです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
56,火山旅,2,1,吉,「次」は宿。「資」は資本すなわちお金。「僕」は召し使いのこと。「旅して宿に着き、懐には充分お金がある。召し使いの若者も忠実だ」。火山旅の時にあって、まずまず平穏な時です欲張らないことです。◎火山旅の中では良い時です。
56,火山旅,3,0,平,「次」は宿。「僕」は召し使いのこと。「旅先で宿が火事に遭い、召し使いの若者も失った。危険である」。あなたの思い込みの激しさ、人使いの悪さから、親友や目下の者から愛想を尽かされているような時です。自業自得というもの。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
56,火山旅,4,0,平,「処」は落ち着ける所。「資斧」は資本と武力、すなわち、ここではお金と物資のこと。「旅して落ち着ける場所を得た。お金と物にも不自由しないが、何か憂欝である」。居心地が良くとも所詮は旅先でのことゆえ、気苦労と不安の絶えない時です。好調は一時的なものと心得、ほど良く止まることです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
56,火山旅,5,1,吉,「矢一本で雉を射落とした。最後に名誉を受けることになる」。小さな投資で大きな収穫のある時です。一時の犠牲や回り道にこだわらずに頭を使うことです。ストレートなやり方は不可。◎火山旅の中では良い時です。
